Topic,Count,Name,Representation,Representative_Docs
-1,381,-1_food_students_provide_housing,"['food', 'students', 'provide', 'housing', 'staff', 'campus', 'food pantry', 'pantry', 'employees', 'help']","['offer housing options to both employees and students, along with better benifits that support our living situations and need for healthier food options. would also like to see local food vendors/resources provided on campus so that those with full time jobs can stop by', 'provide limited meal plans to all students, staff, and faculty. provide expanded meal plans and housing stipends to students, staff, and faculty who meet a need based requirement.', ""make the food on campus better to eat. most students are afraid of getting sick from it...spreading food access across campus instead of just on one side of campus...in terms of housing--there are too many gun fires at off-campus housing neighborhoods, so students don't feel safe living there...too many slumlords with severely over-priced housing available in the community (off campus) but students choose off-campus so they don't have to pay for on-campus food""]"
0,86,0_campus_food_food options_options,"['campus', 'food', 'food options', 'options', 'options campus', 'food campus', 'food students', 'meal', 'affordable', 'students']","['offer affordable food options on campus.', 'more affordable, healthy food options on campus', 'have food options on campus']"
1,68,1_pantry_food pantry_cnm_food,"['pantry', 'food pantry', 'cnm', 'food', 'great', 'unm', 'pantries', 'pantry great', 'think', 'students']","[""unm's food pantry is a great option for the students, hopefully it will continue to be successful and can expand to also serve unm employees who need it. i think more advertisement/awareness of the panty is needed."", 'i think the food pantry is a great wait to address food insecurity, but i think we need to do more at cnm. i would love to see the food pantry grow to more- become a place where students, staff and faculty can go for clothing, furniture, assistance with apply for state/government assistance, legal and mental counseling, etc.', 'have a campus food pantry']"
2,35,2_housing_campus housing_student housing_new,"['housing', 'campus housing', 'student housing', 'new', 'housing campus', 'student', 'campus', 'affordable', 'staff', 'dorm']","['!. offer healthy, affordable food on campus. 2. have an affordable houing center to refer students and workers to affordable housing. 3. take an active voice in protesting and creating solutions to the  affordable housing crisis in santa fe.', ""make more housing available for new hires, or increase the housing allowance in new hires' start-up packages. work with the city government to increase social services. encourage faculty and staff to live in socorro."", 'the state of new mexico and its colleges might invest money to build affordable apartment housing near campuses to ease housing and transportation issues related to attending college; perhaps conduct a study on feasability of need/desire/cost of this']"
3,28,3_inflation_inflation pay_living_increase,"['inflation', 'inflation pay', 'living', 'increase', 'living wage', 'wage', 'pay living', 'salaries', 'pay', 'wages']","['pay a living wage and provide annual raises at least in line with inflation.', 'pay a living wage', 'raise salaries to meet inflation and pay a living wage']"
4,27,4_available food_available_healthy_food,"['available food', 'available', 'healthy', 'food', 'variety', 'food food', 'options available', 'food options', 'options', 'foods']","['provide more readily available and affordable options for healthy meals.', 'open the food panty for longer periods of time and more than one day a week for more than just one hour', 'recognize there are people who have food allergies (gluten, soy, nuts, etc) that need to be able to access ""healthy for them"" foods']"
5,21,5_housing_provide housing_agencies_don,"['housing', 'provide housing', 'agencies', 'don', 'want', 'housing vouchers', 'affordable housing', 'provide', 'safe', 'assistance']","['it would be great if there were more housing vouchers available for temporary assistance/crisis momements', 'regular access to state/local agency staff who can help those in need apply and secure public assistance.', ""i don't think there is anything else that could be done that isn't being done in our rural setting.  housing is rough for those who want to buy out here.  it is harder for those who want to rent and worst for those who can't afford either option.""]"
6,20,6_meals_hot_hot meals_provide,"['meals', 'hot', 'hot meals', 'provide', 'provide hot', 'food provide', 'adequate', 'inexpensive', 'options provide', 'provide low']","['expand upon recent steps to supply hot meals for lunch', 'provide hot meals, at least once per day', 'support a food vendor with consistent hours of operation and in a way that food prices are relatively inexpensive and with at least some healthy options.']"
7,20,7_pantry food_pantry_food pantry_pantry provide,"['pantry food', 'pantry', 'food pantry', 'pantry provide', 'provide pantry', 'food', 'accessible food', 'accessible', 'food options', 'pantry regardless']","['it has a food pantry.', 'a food pantry', 'food pantry']"
8,19,8_doing_job_good job_think doing,"['doing', 'job', 'good job', 'think doing', 'job doing', 'doing great', 'doing good', 'great job', 'theyâ doing', 'theyâ']","['we are doing a good job', 'i think they are doing a great job.', 'i think they are doing a great job']"
9,19,9_rent_student_housing_taos,"['rent', 'student', 'housing', 'taos', 'student housing', 'offer affordable', 'buy', 'campus', 'dorms', 'listen']","['perhaps provide access to a campus food pantry. offer discounts at local eateries and/or grocery stores. offer an affordable meal plan on campus through the cafe.  if possible, provide an emergency staff/faculty house fund to help with utility bills and/or rent.', 'a campus shelter of offers of temporary or emergency housing for students. offer limited free meals or have an easy work/food-housing exchange for students- i i worked 20 hours at week at a student job ($5.00 at the time- $200 every two weeks. my rent was 300 a month...', ""advocate for legislation that helps housing insecurity!!! support an end to the rent prohibition and give a platform to groups doing the work in the community. actually listen to your students' concerns with where your money/ support is going (yes i am looking at you unm, listen to your grad workers and pay them a living wage and divest from fossil fuels)""]"
10,19,10_increase_raise_increase pay_salary increase,"['increase', 'raise', 'increase pay', 'salary increase', 'salary', 'pay raise', 'raise salary', 'pay', 'pay increase', 'increase salary']","['increase pay', 'increase pay', 'increase pay']"
11,18,11_wages_graduate_lower_include,"['wages', 'graduate', 'lower', 'include', 'insurance', 'employees', 'increase', 'grad', 'health insurance', 'faculty']","['increase the work-study wage and hour limits offered to students enrolled in work study programs, offer better wages for part-time and full-time staff and faculty employees. increase the housing dormitory opportunities to include students, staff, and faculty members who are married and/or have children and pets.', 'increase free or inexpensive food availability--both hot food and food pantries. increase salaries for lowest paid employees. include regular cost of living raises for employees. offer access to resources for single parents--a faculty income might be fine for one single person, but it is extremely difficult to raise a family on $55,000 a year, particularly while paying down student loans.', 'raise wages. across the board. living wages for grad students, research students, and post docs. higher wages for all staff. lower insurance costs. lower tuition costs. lower student housing costs. stop catering to ""business models"" and start treating the school as a public service.']"
12,18,12_campus_healthy_better food_grocery,"['campus', 'healthy', 'better food', 'grocery', 'fast', 'fast food', 'healthy offer', 'subsidize healthy', 'food', 'food options']","['maybe expand the food pantry to all campuses, or collaborate with grocery stores nearby to those campuses to see if they could provide the students, faculty, and staff with healthy food options that discounted / are getting ready to go out of date.', ""advertise public transportation better, mark bus and shuttle stops clearly.\ni wish there was a grocery store closer to the campus for students but i don't think the school can help that."", 'ditch fast food partners and heavily subsidize healthy food or quality local food vendors on campus. subsidize a healthy grocery coop on campus for produce and make prices affordable for students.']"
13,17,13_pay_employees_pay employees_pay staff,"['pay', 'employees', 'pay employees', 'pay staff', 'premiums pay', 'premiums', 'staff members', 'insurance premiums', 'staff', 'money']","['give staff members a raise or pay a larger portion of health insurance premiums.', 'stop spending money on bullshit projects and feel good departments instead of allocating resources where they will help.  also cut down on the amount of over paid moronic chiefs instead of properly allocation resources to the people.', 'raise per diem rates for employees who travel, provide more food at events, more food pantries, gas cards or more work from home options to save gas/money, freeze health insurance premiums or pay more of the costs as employer']"
14,17,14_cheaper_housing_affordable_affordable options,"['cheaper', 'housing', 'affordable', 'affordable options', 'options', 'affordable housing', 'healthy', 'cheaper housing', 'options healthy', 'campus']","['more affordable housing for students.  having more opportunities to offer nutritious foods free or at a discounted price so more students, starr, and faculty could afford them.', 'ensuring that students have affordable housing during breaks between the semesters, increasing food pantry awareness and accessibility, and potentially providing assistance for students who live off-campus.', 'provide affordable options, in terms of healthy food availability. provide student groups more funding to provide healthy meals during their meetings. housing, more inclusive options. closing the family housing site had a huge impact on families on campus.']"
15,17,15_adjuncts_pay adjuncts_pay_adjunct,"['adjuncts', 'pay adjuncts', 'pay', 'adjunct', 'adjuncts better', 'wage', 'living wage', 'tas', 'salary adjunct', 'adjuncts living']","['pay adjuncts a living wage.', 'pay adjuncts more', 'pay adjuncts a living wage.']"
16,16,16_cafeteria_open cafeteria_cafeteria open_open,"['cafeteria', 'open cafeteria', 'cafeteria open', 'open', 'cafeteria cafeteria', 'cafeteria wish', 'cafeteria use', 'wish cafeteria', 'cafeteria opened', 'cost open']","['have a cafeteria', 'have a cafeteria!!!', 'have a cafeteria.']"
17,14,17_share_resources_share information_students,"['share', 'resources', 'share information', 'students', 'students aware', 'students better', 'resources students', 'aware', 'information', 'options students']","['share information via text/email to students like newsletters.', 'i feel like the university does have options/programs available but could potentially push them more - either through listservs, social media, website promotion, etc.', 'have tabling in key areas on campus often visited by students to share information regarding resources on/off campus to assist']"
18,14,18_faculty_paid_salaries_pay,"['faculty', 'paid', 'salaries', 'pay', 'pay faculty', 'work', 'salaries faculty', 'change percentage', '000 staff', 'pay help']","['raise the wages? all of your faculty need to be valued and paid for their work: at los alamos we have the lowest pay rate, about half what alb. faculty make for the same classes and it is ridiculous. teaching conditions are learning conditions.', ""academic advisors deserve a yearly adjustment to their pay to help them live. if you want us to preform well doing our jobs, then make sure we don't have to worry about getting to and from work, food cost, and bills. the university could also retain more advisors if they were paid a living wage"", ""if it's possible, allow the full-time staff to either opt out of the retirement funding or change the percentage taken from their bi-weekly pay to a lesser amount so people can afford to work here at unm & live a substantial life. then once those who have reached the ability to afford to continue with the retirement deductions that person can change the percentage to the initial deductions.""]"
19,14,19_think_does_job think_good job,"['think', 'does', 'job think', 'good job', 'university doing', 'doing', 'university', 'good', 'job', 'think university']","['i think the university does as much as it can with the resources it has access to.', 'i think the university is doing a good job.', 'as usual, i wish faculty/staff were able to get more regular pay raises. i think this would help those who are in serious crises. otherwise, i think nmsu does what it can to help students and faculty/staff with the aggie cupboard and other resources.']"
20,14,20_pay_wages increase_wages_pay higher,"['pay', 'wages increase', 'wages', 'pay higher', 'increase', 'salary', 'higher', 'increase salary', 'pay better', 'higher wages']","['petition the state to increase wages and salary.', 'pay higher wages.', 'pay higher hourly wages to make ends meet.']"
21,13,21_pantries campuses_easier_stocked_regularly,"['pantries campuses', 'easier', 'stocked', 'regularly', 'campuses', 'food pantries', 'pantry campus', 'pantries', 'banks', 'food banks']","['perhaps have a food drive at each of the campuses or maybe partner with roadrunner food bank on events that are more frequent.', 'more food pantries throughout the campus and university housing.  develop opportunity for students to join a csa.', 'make the pantry easier to access --- e.g. multiple locations around campus. have advisors be able to refer students to the many different resources available in the city. provide family housing!!']"
22,13,22_graduate_graduate students_wage_living,"['graduate', 'graduate students', 'wage', 'living', 'workers', 'living wage', 'pay grad', 'wages', 'pay', 'students pay']","['pay a living wage to all employees, including staff, adjunct faculty and graduate students.', 'pay graduate students a living wage', 'pay graduate students, faculty (especially adjuncts), and student workers a living wage.']"
23,13,23_pay pay_pay_higher salary_pay offer,"['pay pay', 'pay', 'higher salary', 'pay offer', 'pay money', 'pay charge', 'pay appropriately', 'money pay', 'appropriately', 'appropriately pay']","['pay us more.', 'pay us more.', 'pay more']"
24,12,24_housing food_costs_housing_critical,"['housing food', 'costs', 'housing', 'critical', 'scholarship', 'students', 'funding', 'students need', 'college', 'funds']","[""i would like to see more funds available to assist students with housing and food. i think it is critical to the health and safety of our students. it is also critical to their ability to stay in school and get a quality education. the opportunity scholarship is very helpful, but it doesn't cover everything our students need to get through and complete a degree."", 'if the school could apply for a grant or figure out some way to provide quality housing to students and even temporary housing for new faculty it would be a great benefit to the school. also, if there is a way to develop a cafeteria plan for students that is tied in with their tuition, students could have access to food security during their time at mesalands. faculty & staff could also benefit if they chose to.', ""honestly i don't think there's much the college can do to help. the issues are so much larger than many of us can address. high food prices, health costs, vehicle costs, home costs...... we can't afford to live anymore. i make 45k a year but being single with two kids i am broke every day of my life. i make too much to qualify for assistance but i can't afford to pay my bills and feed my kids.""]"
25,12,25_12 yes_œå_ÿå œå_ÿå,"['12 yes', 'œå', 'ÿå œå', 'ÿå', 'çš time', 'çš', 'çº äººå', 'çº', 'äººå çš', 'äººå']","['yes', '12', 'å\x90¬å\x8f–å\xad¦ç”ÿå’œå\x90„çº§äººå£«çš„æ„\x8fè§\x81']"
26,12,26_options affordable_options_cheaper food_cheaper,"['options affordable', 'options', 'cheaper food', 'cheaper', 'better options', 'healthy options', 'affordable', 'affordable options', 'lower cost', 'healthy']","['offer some cheaper food options', 'cheaper food options', 'better options and affordable.']"
27,12,27_better pay_wages higher_higher_pay,"['better pay', 'wages higher', 'higher', 'pay', 'higher wages', 'better', 'wages', 'higher pay', 'pay better', 'pay pay']","['better pay :)', 'better pay', 'better pay. pay less for benefits. help with bills program etc.']"
28,12,28_emails_word emails_word_getting word,"['emails', 'word emails', 'word', 'getting word', 'advertise', 'promote', 'getting', 'information sent', 'advertise flyers', 'messages advertise']","['more info or getting the word out.', 'put up flyers and send emails like the one that had this survey.', 'do more programs and keep getting the word out in emails, social media, text messages.']"
29,11,29_continue_pantry_food pantry_advertise food,"['continue', 'pantry', 'food pantry', 'advertise food', 'advertise', 'help remove', 'logistics', 'free increase', 'need doing', 'increase food']","[""keep doing what you they're doing, and maybe provide other options to take food home or provide a card that could be used at grocery stores."", 'continue to promote the food pantry. also contract with food companies that can offer to purchase food at a lower cost.', 'increase food pantry locations and available times. considering the logistics, find out how to make it available for people to pick up without fear of judgment.']"
30,11,30_gift cards_gift_cards_students need,"['gift cards', 'gift', 'cards', 'students need', 'meals students', 'vouchers students', 'meals', 'need', 'grocery', 'students']","['expand the food pantry, offer more healthy meals, work on securing some form of housing relationships with local rental agencies for subsidies or student discounts', 'make people feel comfortable that this is a safe place to get the help they need. possibly have a mentor or someone they can talk to and go to for help if they may be embarrassed. do food drives and take pictures with lobos louie and lucy with a hashtag for some unm merchandise prize raffle.', 'the food bank is good. maybe meals for study groups. sub food gift cards for raffles or promotion events.']"
31,10,31_transportation_city_lower_want reduce,"['transportation', 'city', 'lower', 'want reduce', 'provide transportation', 'affordable decrease', 'city limits', 'lower costing', 'costs housing', 'decrease']","['make available food or services more accessible and affordable. costs are constantly escalating.', 'present lower costs for housing and food or give lower costing items in addition to current options.', 'provide less competitive more stable jobs so that someone can continue living in the same city if they want to.']"
32,9,32_housing food_hygiene_food housing_vouchers utilities,"['housing food', 'hygiene', 'food housing', 'vouchers utilities', 'resources pertaining', 'basis provide', 'self sufficient', 'sufficient provide', 'self', 'sufficient']","['n afford it, and whose children are self-sufficient.', 'neither of those, but provide resources for daily needs: feminine hygiene, basic hygiene (deoderant, razors, toothbrush, soap, etc.), simple first aid items, etc.', 'facilitate access to resources pertaining to food and housing.']"
33,8,33_free food_events_food provide_food programs,"['free food', 'events', 'food provide', 'food programs', 'free', 'programs', 'provide free', 'crops', 'events events', 'drive free']","['provide more free food', 'offer more free food programs.', 'provide more events with free food']"
34,8,34_food housing_housing insecure_insecure_housing insecurity,"['food housing', 'housing insecure', 'insecure', 'housing insecurity', 'insecurity', 'type', 'help food', 'housing', 'shelter', 'families']","['have a program for housing insecurity, for example at a dorm they can work a small shift in order to stay a day or two for shelter.', 'give departments more information about where students, faculty and staff can go on campus when they are food and housing insecure. create a fund to help those who are food or housing insecure.', 'offer free, public school, meals and healthcare, as well as access to partially subsidized housing for students and their families.\n\niâ€™m sure that many of these individuals and their families already qualify for this type of help, but if we could centralize it through the school, it might provide some stability. a type of touchstone in the community.']"
35,7,35_lower prices_reduce_prices_intel does,"['lower prices', 'reduce', 'prices', 'intel does', 'posada costs', 'posada', 'mercado solution', 'mercado', 'reduce costs', 'low subsidize']","['the solution is to apply for government subsidies.', 'reduce cost of la posada', 'subsidize similarly to how intel does']"
36,7,36_offer assistance_assistance_hands_improve treatment,"['offer assistance', 'assistance', 'hands', 'improve treatment', 'helping offer', 'treatment help', 'hands helping', 'doing plenty', 'counseling like', 'assistance hands']","['it seems like you are doing plenty already', 'offer more assistance', 'offer more assistance']"
37,7,37_cafeteria_canteen_garden help_canteen housing,"['cafeteria', 'canteen', 'garden help', 'canteen housing', 'campus garden', 'dorms improve', 'open dormitory', 'eat vouchers', 'especially preparing', 'faculty apartment']","['provide a cafeteria with low cost meals. plan for dorms.', 'improve quality of cafeteria offerings, especially preparing fresh food on site; campus garden would help; reduce cost of residence hall living', 'the faculty apartment building and the faculty canteen can be provided to solve the above problems.']"
38,7,38_drives_food drives_gardens hold_drives maybe,"['drives', 'food drives', 'gardens hold', 'drives maybe', 'drives shiprock', 'drives host', 'casual potluck', 'encourage community', 'casual', 'banks drives']","['throw a few casual potluck events during the month.', 'maybe have food drives at the shiprock site.', 'host more food drives.']"
39,7,39_cost living_living increases_living_increases,"['cost living', 'living increases', 'living', 'increases', 'cost', 'wages', 'premium raises', 'wages cost', 'wages based', 'standards increase']","['higher wages based on local prices, housing allowance, purchasing programs', 'fight harder for cost of living increases at legislative sessions and budget meetings', 'pay appropriate wages / cost of living increases']"
40,7,40_food trucks_trucks_area_service,"['food trucks', 'trucks', 'area', 'service', 'happened food', 'choices good', 'commons area', 'buffet style', 'hours invite', 'cafeteria options']","['offer more options for food.  but, due to the lack of service in the area, that is difficult.', 'invite food trucks and more diverse cafeteria options', 'more choices would be good,  what happened to the food trucks?  they never came back after covid.']"
41,6,41_aumento_para_la_los,"['aumento', 'para', 'la', 'los', 'pudieran ayudar', 'ser para', 'si', 'renta', 'ser', 'pudieran']","['me gustaria la ayuda de despensar o como le dicen "" pantry ""', 'los bancã³ de comida debe ser para todos', 'buscar tener los fondos necesarios para abordar estas necesidades.']"
42,5,42_pantrys_pantrys provide_month food_resources locations,"['pantrys', 'pantrys provide', 'month food', 'resources locations', 'daily lunches', 'pantry month', 'lunches food', 'pantry expand', 'offer daily', 'food pantrys']","['do food pantry more than once a month', 'provide food pantry and resources in more locations', 'expand food pantry, offer daily lunches']"
43,5,43_expand_stipend faculty_students giving_bookstore student,"['expand', 'stipend faculty', 'students giving', 'bookstore student', 'study positions', 'housing recruit', 'student employee', 'undergraduate', 'assist cover', 'undergraduate graduate']","['expand housing and staff to accommodate more/ part time students, and even faculty and staff. more healthy food options in the bookstore.', 'provide safe & clean dorms for college students, as well as more work-study positions to ""help students help themselves"".', 'creating student and employee housing so we can recruit more students and giving a housing stipend for faculty to keep qualified teachers in the classroom.']"
44,5,44_cafe_expanding hours_options expanding_area having,"['cafe', 'expanding hours', 'options expanding', 'area having', 'opening students', 'faculty balanced', 'meals bring', 'bring cafe', 'cafe add', 'cafe area']","['add a cafe on campus', 'cafe are re-opening for students, staff and faculty with balanced meals.', 'cafe area having more options and expanding their hours.']"
